ID,salesShipmentId,lineNumber,salesOrderLineId,salesOrderId,salesOrderLineNumber,ProductId,quantityShipped,unitOfMeasure
5ed73bc3-46ee-4459-81a5-f96ad2864b0f-10,5ed73bc3-46ee-4459-81a5-f96ad2864b0f,10,8931c192-83ff-49f8-8fe6-eaec08f2004f-10,8931c192-83ff-49f8-8fe6-eaec08f2004f,10,PROD001,62,Each
f2adcb53-44bd-4469-bdb4-840cc858c031-10,f2adcb53-44bd-4469-bdb4-840cc858c031,10,646104ba-0bab-44d0-a2fc-d9fc919d81e4-20,646104ba-0bab-44d0-a2fc-d9fc919d81e4,20,PROD006,240,Each
fea069c4-830a-4c6f-8064-95711002b076-10,fea069c4-830a-4c6f-8064-95711002b076,10,f18932b0-63ae-4c46-b22f-3a9f3465203e-10,f18932b0-63ae-4c46-b22f-3a9f3465203e,10,PROD006,460,Each
fea069c4-830a-4c6f-8064-95711002b076-20,fea069c4-830a-4c6f-8064-95711002b076,20,f18932b0-63ae-4c46-b22f-3a9f3465203e-20,f18932b0-63ae-4c46-b22f-3a9f3465203e,20,PROD003,180,Each
6de8059d-f5c4-4d1d-897f-da05b1b5262a-10,6de8059d-f5c4-4d1d-897f-da05b1b5262a,10,22dada06-aa90-4229-9518-d157b3c9ce83-10,22dada06-aa90-4229-9518-d157b3c9ce83,10,PROD009,146,Each
94490625-eabe-4119-bf55-5f0a52080ae1-10,94490625-eabe-4119-bf55-5f0a52080ae1,10,770650dd-6f58-4ecc-be13-46a805987801-10,770650dd-6f58-4ecc-be13-46a805987801,10,PROD008,180,Each
94490625-eabe-4119-bf55-5f0a52080ae1-20,94490625-eabe-4119-bf55-5f0a52080ae1,20,770650dd-6f58-4ecc-be13-46a805987801-30,770650dd-6f58-4ecc-be13-46a805987801,30,PROD004,270,Each
0704df33-b0fc-44e3-8335-26299248108e-10,0704df33-b0fc-44e3-8335-26299248108e,10,001dcdf7-de8c-4970-b1f4-3daef38706e8-10,001dcdf7-de8c-4970-b1f4-3daef38706e8,10,PROD005,18,Each
5c837df3-f7cc-4c54-9221-3ee6a6213b4e-10,5c837df3-f7cc-4c54-9221-3ee6a6213b4e,10,5678becb-ec73-40f8-9b18-9fb6a30d741f-20,5678becb-ec73-40f8-9b18-9fb6a30d741f,20,PROD005,390,Each
c258f457-d90d-4989-9a21-4ffb9d70fd22-10,c258f457-d90d-4989-9a21-4ffb9d70fd22,10,6ff6c879-033c-4834-8471-42cf34ea7614-10,6ff6c879-033c-4834-8471-42cf34ea7614,10,PROD003,22,Each
b9347d49-3e42-4d7c-83eb-3df16c796505-10,b9347d49-3e42-4d7c-83eb-3df16c796505,10,8020aba4-c177-425f-9590-368be1c619c8-10,8020aba4-c177-425f-9590-368be1c619c8,10,PROD005,250,Each
5295f5ad-9d83-4d80-8742-223d2b688529-10,5295f5ad-9d83-4d80-8742-223d2b688529,10,cc9dba09-66e8-4aad-834b-6143e3049779-10,cc9dba09-66e8-4aad-834b-6143e3049779,10,PROD001,230,Each
c53e32f9-fa0a-4437-8b9c-351370ca3477-10,c53e32f9-fa0a-4437-8b9c-351370ca3477,10,9f41642c-dc9c-49f4-a6f5-60d4eda80dc7-10,9f41642c-dc9c-49f4-a6f5-60d4eda80dc7,10,PROD001,190,Each
c53e32f9-fa0a-4437-8b9c-351370ca3477-20,c53e32f9-fa0a-4437-8b9c-351370ca3477,20,9f41642c-dc9c-49f4-a6f5-60d4eda80dc7-20,9f41642c-dc9c-49f4-a6f5-60d4eda80dc7,20,PROD003,360,Each
aef5c8cf-0a47-4cc7-a53d-35e7a92d7e17-10,aef5c8cf-0a47-4cc7-a53d-35e7a92d7e17,10,813cab81-4f36-42ec-8ae6-bdb0d8f0a217-10,813cab81-4f36-42ec-8ae6-bdb0d8f0a217,10,PROD009,370,Each
a871ad51-850c-44ef-a02c-2b75132c075c-10,a871ad51-850c-44ef-a02c-2b75132c075c,10,a7c7bad0-b0d7-4d14-b1e7-2229bbb3e13e-20,a7c7bad0-b0d7-4d14-b1e7-2229bbb3e13e,20,PROD005,130,Each
bc45a86a-5dfc-4e4c-9e03-836fe86fa1ce-10,bc45a86a-5dfc-4e4c-9e03-836fe86fa1ce,10,d5513850-7dd1-4782-8c4f-fb4b643a00ff-10,d5513850-7dd1-4782-8c4f-fb4b643a00ff,10,PROD007,127,Each
ea13183f-80f7-476b-ae80-8e6bbbb6c171-10,ea13183f-80f7-476b-ae80-8e6bbbb6c171,10,90c095f7-570e-44e2-a1d7-e69f1d2fc576-20,90c095f7-570e-44e2-a1d7-e69f1d2fc576,20,PROD008,290,Each
18d3bb37-7f3d-4557-b071-1b8057edddbb-10,18d3bb37-7f3d-4557-b071-1b8057edddbb,10,e916a292-3924-4ad4-9d92-07d7962727eb-10,e916a292-3924-4ad4-9d92-07d7962727eb,10,PROD004,260,Each
9053dd0a-f518-472a-af43-fccd2bd88361-10,9053dd0a-f518-472a-af43-fccd2bd88361,10,447e5d3f-1ed3-4573-922d-edd0a3c1df7b-10,447e5d3f-1ed3-4573-922d-edd0a3c1df7b,10,PROD006,170,Each
9053dd0a-f518-472a-af43-fccd2bd88361-20,9053dd0a-f518-472a-af43-fccd2bd88361,20,447e5d3f-1ed3-4573-922d-edd0a3c1df7b-30,447e5d3f-1ed3-4573-922d-edd0a3c1df7b,30,PROD001,70,Each
f49188cf-b447-4ec5-a33d-a44a69d36edd-10,f49188cf-b447-4ec5-a33d-a44a69d36edd,10,4e453c4f-86fc-4394-9465-c4f788773ed5-10,4e453c4f-86fc-4394-9465-c4f788773ed5,10,PROD007,186,Each
dc7309c5-629c-4ad8-be54-7131ccdff2f2-10,dc7309c5-629c-4ad8-be54-7131ccdff2f2,10,0a8fce0e-2408-43a8-8b53-0ae10808bac5-10,0a8fce0e-2408-43a8-8b53-0ae10808bac5,10,PROD003,58,Each
492f277e-459a-4ba0-90c5-eb71c6e0ad48-10,492f277e-459a-4ba0-90c5-eb71c6e0ad48,10,daec81bf-55df-4e90-898e-3e3cf2f871ec-10,daec81bf-55df-4e90-898e-3e3cf2f871ec,10,PROD003,110,Each
e044414f-0990-4378-bef7-e5c059b8c29c-10,e044414f-0990-4378-bef7-e5c059b8c29c,10,0dbb3214-6c18-4fdb-9d2f-2967a463fca9-10,0dbb3214-6c18-4fdb-9d2f-2967a463fca9,10,PROD004,78,Each
acf4a4e8-fb75-40b2-b8fe-6371c2ba3a45-10,acf4a4e8-fb75-40b2-b8fe-6371c2ba3a45,10,0283a70f-d295-4b07-a463-4bfffec435a5-10,0283a70f-d295-4b07-a463-4bfffec435a5,10,PROD008,100,Each
58f74c82-4b18-4ef2-abab-7c690c191ad7-10,58f74c82-4b18-4ef2-abab-7c690c191ad7,10,ed29c516-4650-40fc-b084-dbd472f36de0-10,ed29c516-4650-40fc-b084-dbd472f36de0,10,PROD003,320,Each
58f74c82-4b18-4ef2-abab-7c690c191ad7-20,58f74c82-4b18-4ef2-abab-7c690c191ad7,20,ed29c516-4650-40fc-b084-dbd472f36de0-20,ed29c516-4650-40fc-b084-dbd472f36de0,20,PROD005,50,Each
a3413aae-b701-4320-8656-27a454630984-10,a3413aae-b701-4320-8656-27a454630984,10,30f5f123-44cd-43fb-94f4-3e8bc24d3552-10,30f5f123-44cd-43fb-94f4-3e8bc24d3552,10,PROD001,83,Each
15857f7e-3515-4a8d-8b25-22cb3db576f5-10,15857f7e-3515-4a8d-8b25-22cb3db576f5,10,1011e557-7e4f-418d-8b3c-4eae1214edd0-10,1011e557-7e4f-418d-8b3c-4eae1214edd0,10,PROD005,60,Each
15857f7e-3515-4a8d-8b25-22cb3db576f5-20,15857f7e-3515-4a8d-8b25-22cb3db576f5,20,1011e557-7e4f-418d-8b3c-4eae1214edd0-30,1011e557-7e4f-418d-8b3c-4eae1214edd0,30,PROD002,460,Each
9fb485ff-ffe3-4a1e-98d4-a69fa94f34d7-10,9fb485ff-ffe3-4a1e-98d4-a69fa94f34d7,10,4f8688c9-4f96-4e16-9001-efc80430b383-10,4f8688c9-4f96-4e16-9001-efc80430b383,10,PROD008,230,Each
9fb485ff-ffe3-4a1e-98d4-a69fa94f34d7-20,9fb485ff-ffe3-4a1e-98d4-a69fa94f34d7,20,4f8688c9-4f96-4e16-9001-efc80430b383-20,4f8688c9-4f96-4e16-9001-efc80430b383,20,PROD006,340,Each
1a7245e7-6fb8-498a-9ef7-2bb1debf7925-10,1a7245e7-6fb8-498a-9ef7-2bb1debf7925,10,47e66101-8a7d-4183-8446-93be2125a98a-20,47e66101-8a7d-4183-8446-93be2125a98a,20,PROD008,280,Each
f439f08b-935d-45ac-a8f9-bcb1567352a0-10,f439f08b-935d-45ac-a8f9-bcb1567352a0,10,290468dc-e77f-4f74-a864-650ee8c7c60b-10,290468dc-e77f-4f74-a864-650ee8c7c60b,10,PROD001,110,Each
f439f08b-935d-45ac-a8f9-bcb1567352a0-20,f439f08b-935d-45ac-a8f9-bcb1567352a0,20,290468dc-e77f-4f74-a864-650ee8c7c60b-20,290468dc-e77f-4f74-a864-650ee8c7c60b,20,PROD008,70,Each
e4532285-75cc-419a-b5c7-c19c9ed54a43-10,e4532285-75cc-419a-b5c7-c19c9ed54a43,10,e8158768-7cdd-42c4-8349-ac85886eea0d-10,e8158768-7cdd-42c4-8349-ac85886eea0d,10,PROD005,280,Each
e4532285-75cc-419a-b5c7-c19c9ed54a43-20,e4532285-75cc-419a-b5c7-c19c9ed54a43,20,e8158768-7cdd-42c4-8349-ac85886eea0d-20,e8158768-7cdd-42c4-8349-ac85886eea0d,20,PROD006,140,Each
bbf261d5-2ecc-417c-8adf-218c61ff5d0a-10,bbf261d5-2ecc-417c-8adf-218c61ff5d0a,10,3167a216-9fc7-476a-a78b-bcdb24ad292a-10,3167a216-9fc7-476a-a78b-bcdb24ad292a,10,PROD006,120,Each
bbf261d5-2ecc-417c-8adf-218c61ff5d0a-20,bbf261d5-2ecc-417c-8adf-218c61ff5d0a,20,3167a216-9fc7-476a-a78b-bcdb24ad292a-20,3167a216-9fc7-476a-a78b-bcdb24ad292a,20,PROD001,260,Each
bbf261d5-2ecc-417c-8adf-218c61ff5d0a-30,bbf261d5-2ecc-417c-8adf-218c61ff5d0a,30,3167a216-9fc7-476a-a78b-bcdb24ad292a-30,3167a216-9fc7-476a-a78b-bcdb24ad292a,30,PROD007,400,Each
00d6c170-304d-4c20-9f93-7ce058afd308-10,00d6c170-304d-4c20-9f93-7ce058afd308,10,f686498d-8230-4f37-abf3-539d4b33413e-10,f686498d-8230-4f37-abf3-539d4b33413e,10,PROD007,410,Each
00d6c170-304d-4c20-9f93-7ce058afd308-20,00d6c170-304d-4c20-9f93-7ce058afd308,20,f686498d-8230-4f37-abf3-539d4b33413e-20,f686498d-8230-4f37-abf3-539d4b33413e,20,PROD006,260,Each
00d6c170-304d-4c20-9f93-7ce058afd308-30,00d6c170-304d-4c20-9f93-7ce058afd308,30,f686498d-8230-4f37-abf3-539d4b33413e-30,f686498d-8230-4f37-abf3-539d4b33413e,30,PROD009,80,Each
46266003-a868-4d6c-9912-28f53f8aa574-10,46266003-a868-4d6c-9912-28f53f8aa574,10,7b12699a-e27e-481b-a910-9044bded9143-10,7b12699a-e27e-481b-a910-9044bded9143,10,PROD004,360,Each
46266003-a868-4d6c-9912-28f53f8aa574-20,46266003-a868-4d6c-9912-28f53f8aa574,20,7b12699a-e27e-481b-a910-9044bded9143-20,7b12699a-e27e-481b-a910-9044bded9143,20,PROD003,380,Each
eb8f6475-4843-47bf-b500-ea4b1272e5cd-10,eb8f6475-4843-47bf-b500-ea4b1272e5cd,10,879f792b-dc24-44b0-bc4e-7cb129ed9e32-10,879f792b-dc24-44b0-bc4e-7cb129ed9e32,10,PROD001,330,Each
eb8f6475-4843-47bf-b500-ea4b1272e5cd-20,eb8f6475-4843-47bf-b500-ea4b1272e5cd,20,879f792b-dc24-44b0-bc4e-7cb129ed9e32-20,879f792b-dc24-44b0-bc4e-7cb129ed9e32,20,PROD008,380,Each
f055fd7e-b90d-4db6-afa1-cb1787dc5de4-10,f055fd7e-b90d-4db6-afa1-cb1787dc5de4,10,b66b4ec9-825a-433c-9018-54558eddb5a8-10,b66b4ec9-825a-433c-9018-54558eddb5a8,10,PROD004,500,Each
f055fd7e-b90d-4db6-afa1-cb1787dc5de4-20,f055fd7e-b90d-4db6-afa1-cb1787dc5de4,20,b66b4ec9-825a-433c-9018-54558eddb5a8-20,b66b4ec9-825a-433c-9018-54558eddb5a8,20,PROD009,50,Each
f055fd7e-b90d-4db6-afa1-cb1787dc5de4-30,f055fd7e-b90d-4db6-afa1-cb1787dc5de4,30,b66b4ec9-825a-433c-9018-54558eddb5a8-30,b66b4ec9-825a-433c-9018-54558eddb5a8,30,PROD003,220,Each
69ff80af-77cb-43b7-929c-5b7f2fd001e3-10,69ff80af-77cb-43b7-929c-5b7f2fd001e3,10,3bbc8844-0cc4-4e10-bc1b-7fc39762097f-10,3bbc8844-0cc4-4e10-bc1b-7fc39762097f,10,PROD009,320,Each
69ff80af-77cb-43b7-929c-5b7f2fd001e3-20,69ff80af-77cb-43b7-929c-5b7f2fd001e3,20,3bbc8844-0cc4-4e10-bc1b-7fc39762097f-20,3bbc8844-0cc4-4e10-bc1b-7fc39762097f,20,PROD007,460,Each
a7da03dc-14a3-4c66-8247-184a953772d8-10,a7da03dc-14a3-4c66-8247-184a953772d8,10,15e976b8-fbb0-43a7-93d4-fdc066fabb86-10,15e976b8-fbb0-43a7-93d4-fdc066fabb86,10,PROD005,300,Each
a7da03dc-14a3-4c66-8247-184a953772d8-20,a7da03dc-14a3-4c66-8247-184a953772d8,20,15e976b8-fbb0-43a7-93d4-fdc066fabb86-20,15e976b8-fbb0-43a7-93d4-fdc066fabb86,20,PROD001,50,Each
96be1d57-d0b5-482c-b559-0c7f2de9eef9-10,96be1d57-d0b5-482c-b559-0c7f2de9eef9,10,efdd8276-7fc0-4a4e-bcb3-799ce2a691be-10,efdd8276-7fc0-4a4e-bcb3-799ce2a691be,10,PROD007,430,Each
96be1d57-d0b5-482c-b559-0c7f2de9eef9-20,96be1d57-d0b5-482c-b559-0c7f2de9eef9,20,efdd8276-7fc0-4a4e-bcb3-799ce2a691be-20,efdd8276-7fc0-4a4e-bcb3-799ce2a691be,20,PROD001,130,Each
dfa06e26-f58a-40ab-a2b8-db5e7c12280d-10,dfa06e26-f58a-40ab-a2b8-db5e7c12280d,10,7602c5ca-6f56-4b90-803e-216cb3d11500-10,7602c5ca-6f56-4b90-803e-216cb3d11500,10,PROD006,50,Each
dfa06e26-f58a-40ab-a2b8-db5e7c12280d-20,dfa06e26-f58a-40ab-a2b8-db5e7c12280d,20,7602c5ca-6f56-4b90-803e-216cb3d11500-20,7602c5ca-6f56-4b90-803e-216cb3d11500,20,PROD008,490,Each
dfa06e26-f58a-40ab-a2b8-db5e7c12280d-30,dfa06e26-f58a-40ab-a2b8-db5e7c12280d,30,7602c5ca-6f56-4b90-803e-216cb3d11500-30,7602c5ca-6f56-4b90-803e-216cb3d11500,30,PROD003,50,Each
9e25c14e-13e6-4059-96c2-4854d820331c-10,9e25c14e-13e6-4059-96c2-4854d820331c,10,d1e5e513-fcf9-4fd0-ab58-5b5eff53c5c7-10,d1e5e513-fcf9-4fd0-ab58-5b5eff53c5c7,10,PROD001,390,Each
9e25c14e-13e6-4059-96c2-4854d820331c-20,9e25c14e-13e6-4059-96c2-4854d820331c,20,d1e5e513-fcf9-4fd0-ab58-5b5eff53c5c7-20,d1e5e513-fcf9-4fd0-ab58-5b5eff53c5c7,20,PROD007,110,Each
df58376b-20e5-4c0d-b083-a015be271e45-10,df58376b-20e5-4c0d-b083-a015be271e45,10,c745c727-d3d0-42ec-8f42-da8143acc274-10,c745c727-d3d0-42ec-8f42-da8143acc274,10,PROD001,200,Each
df58376b-20e5-4c0d-b083-a015be271e45-20,df58376b-20e5-4c0d-b083-a015be271e45,20,c745c727-d3d0-42ec-8f42-da8143acc274-20,c745c727-d3d0-42ec-8f42-da8143acc274,20,PROD004,260,Each
194ca4a6-b97f-4584-a30d-ac177c68ec0d-10,194ca4a6-b97f-4584-a30d-ac177c68ec0d,10,bef2edd1-844f-48e5-a4c8-bcae40a16d63-10,bef2edd1-844f-48e5-a4c8-bcae40a16d63,10,PROD006,200,Each
194ca4a6-b97f-4584-a30d-ac177c68ec0d-20,194ca4a6-b97f-4584-a30d-ac177c68ec0d,20,bef2edd1-844f-48e5-a4c8-bcae40a16d63-20,bef2edd1-844f-48e5-a4c8-bcae40a16d63,20,PROD002,300,Each
194ca4a6-b97f-4584-a30d-ac177c68ec0d-30,194ca4a6-b97f-4584-a30d-ac177c68ec0d,30,bef2edd1-844f-48e5-a4c8-bcae40a16d63-30,bef2edd1-844f-48e5-a4c8-bcae40a16d63,30,PROD003,490,Each
bbaae657-a5b7-4835-ba05-b5a1ed38e4df-10,bbaae657-a5b7-4835-ba05-b5a1ed38e4df,10,d73c9cb3-1c94-41f3-a699-07c4cf58e92b-10,d73c9cb3-1c94-41f3-a699-07c4cf58e92b,10,PROD004,190,Each
bbaae657-a5b7-4835-ba05-b5a1ed38e4df-20,bbaae657-a5b7-4835-ba05-b5a1ed38e4df,20,d73c9cb3-1c94-41f3-a699-07c4cf58e92b-20,d73c9cb3-1c94-41f3-a699-07c4cf58e92b,20,PROD002,360,Each
bbaae657-a5b7-4835-ba05-b5a1ed38e4df-30,bbaae657-a5b7-4835-ba05-b5a1ed38e4df,30,d73c9cb3-1c94-41f3-a699-07c4cf58e92b-30,d73c9cb3-1c94-41f3-a699-07c4cf58e92b,30,PROD003,300,Each
e8d793ff-c694-45c4-8b03-d440192fe7ec-10,e8d793ff-c694-45c4-8b03-d440192fe7ec,10,d076146c-431c-45fc-81e3-fa3ee0df01a8-10,d076146c-431c-45fc-81e3-fa3ee0df01a8,10,PROD001,230,Each
e8d793ff-c694-45c4-8b03-d440192fe7ec-20,e8d793ff-c694-45c4-8b03-d440192fe7ec,20,d076146c-431c-45fc-81e3-fa3ee0df01a8-20,d076146c-431c-45fc-81e3-fa3ee0df01a8,20,PROD008,50,Each
e8d793ff-c694-45c4-8b03-d440192fe7ec-30,e8d793ff-c694-45c4-8b03-d440192fe7ec,30,d076146c-431c-45fc-81e3-fa3ee0df01a8-30,d076146c-431c-45fc-81e3-fa3ee0df01a8,30,PROD002,260,Each
c2f02e90-01b4-4c3e-b4c5-4af127ae52da-10,c2f02e90-01b4-4c3e-b4c5-4af127ae52da,10,1a251bae-01bc-4d43-8879-a7656aa1428c-10,1a251bae-01bc-4d43-8879-a7656aa1428c,10,PROD005,360,Each
723c7c25-a30c-441a-a8e0-4f58b4ff0972-10,723c7c25-a30c-441a-a8e0-4f58b4ff0972,10,1cd15433-e9d7-4b4c-88ef-f37043b4fa64-10,1cd15433-e9d7-4b4c-88ef-f37043b4fa64,10,PROD001,500,Each
723c7c25-a30c-441a-a8e0-4f58b4ff0972-20,723c7c25-a30c-441a-a8e0-4f58b4ff0972,20,1cd15433-e9d7-4b4c-88ef-f37043b4fa64-20,1cd15433-e9d7-4b4c-88ef-f37043b4fa64,20,PROD005,360,Each
830200b1-badb-4824-8c62-6804a3272b77-10,830200b1-badb-4824-8c62-6804a3272b77,10,0c01bdbb-3bb3-4085-b74c-6a0c2fb39167-10,0c01bdbb-3bb3-4085-b74c-6a0c2fb39167,10,PROD002,430,Each
830200b1-badb-4824-8c62-6804a3272b77-20,830200b1-badb-4824-8c62-6804a3272b77,20,0c01bdbb-3bb3-4085-b74c-6a0c2fb39167-20,0c01bdbb-3bb3-4085-b74c-6a0c2fb39167,20,PROD007,340,Each
6269331d-a308-4910-b172-12a3472db877-10,6269331d-a308-4910-b172-12a3472db877,10,17a8295b-a646-4c32-bee6-4bef069ee39c-10,17a8295b-a646-4c32-bee6-4bef069ee39c,10,PROD003,480,Each
6269331d-a308-4910-b172-12a3472db877-20,6269331d-a308-4910-b172-12a3472db877,20,17a8295b-a646-4c32-bee6-4bef069ee39c-20,17a8295b-a646-4c32-bee6-4bef069ee39c,20,PROD009,90,Each
6269331d-a308-4910-b172-12a3472db877-30,6269331d-a308-4910-b172-12a3472db877,30,17a8295b-a646-4c32-bee6-4bef069ee39c-30,17a8295b-a646-4c32-bee6-4bef069ee39c,30,PROD005,420,Each
80cb690b-f8cf-442e-bc51-77ebe3a9a4a4-10,80cb690b-f8cf-442e-bc51-77ebe3a9a4a4,10,b8d920a2-eccc-4385-83fa-0282cdfe8d2a-10,b8d920a2-eccc-4385-83fa-0282cdfe8d2a,10,PROD009,190,Each
80cb690b-f8cf-442e-bc51-77ebe3a9a4a4-20,80cb690b-f8cf-442e-bc51-77ebe3a9a4a4,20,b8d920a2-eccc-4385-83fa-0282cdfe8d2a-20,b8d920a2-eccc-4385-83fa-0282cdfe8d2a,20,PROD002,260,Each
8d5d5c89-0f38-497e-b518-d8b1f07feb88-10,8d5d5c89-0f38-497e-b518-d8b1f07feb88,10,f5021ca9-1401-4e81-9231-9c5bceb2de2f-10,f5021ca9-1401-4e81-9231-9c5bceb2de2f,10,PROD007,60,Each
8d5d5c89-0f38-497e-b518-d8b1f07feb88-20,8d5d5c89-0f38-497e-b518-d8b1f07feb88,20,f5021ca9-1401-4e81-9231-9c5bceb2de2f-20,f5021ca9-1401-4e81-9231-9c5bceb2de2f,20,PROD004,280,Each
44cb8ebb-bc2d-483a-93f7-7a944c68c629-10,44cb8ebb-bc2d-483a-93f7-7a944c68c629,10,7c58b425-72d1-4650-a2d3-b9b0dddbd62b-10,7c58b425-72d1-4650-a2d3-b9b0dddbd62b,10,PROD002,70,Each
44cb8ebb-bc2d-483a-93f7-7a944c68c629-20,44cb8ebb-bc2d-483a-93f7-7a944c68c629,20,7c58b425-72d1-4650-a2d3-b9b0dddbd62b-20,7c58b425-72d1-4650-a2d3-b9b0dddbd62b,20,PROD008,270,Each
794df556-ed7b-461c-9df4-2e65db796436-10,794df556-ed7b-461c-9df4-2e65db796436,10,b01e9c4b-f866-4f87-abef-afeb683e098b-10,b01e9c4b-f866-4f87-abef-afeb683e098b,10,PROD008,110,Each
794df556-ed7b-461c-9df4-2e65db796436-20,794df556-ed7b-461c-9df4-2e65db796436,20,b01e9c4b-f866-4f87-abef-afeb683e098b-20,b01e9c4b-f866-4f87-abef-afeb683e098b,20,PROD003,290,Each
794df556-ed7b-461c-9df4-2e65db796436-30,794df556-ed7b-461c-9df4-2e65db796436,30,b01e9c4b-f866-4f87-abef-afeb683e098b-30,b01e9c4b-f866-4f87-abef-afeb683e098b,30,PROD005,470,Each
2f581f0c-f8bf-4927-920e-4a38d2aa9e59-10,2f581f0c-f8bf-4927-920e-4a38d2aa9e59,10,f0b2e96f-2556-4c43-bb8d-6c84ccd8130d-10,f0b2e96f-2556-4c43-bb8d-6c84ccd8130d,10,PROD002,260,Each
2f581f0c-f8bf-4927-920e-4a38d2aa9e59-20,2f581f0c-f8bf-4927-920e-4a38d2aa9e59,20,f0b2e96f-2556-4c43-bb8d-6c84ccd8130d-20,f0b2e96f-2556-4c43-bb8d-6c84ccd8130d,20,PROD004,350,Each
27e853aa-3cd2-4995-a2ae-04dbcac92204-10,27e853aa-3cd2-4995-a2ae-04dbcac92204,10,ce87857e-24cd-4085-99cd-12d126261dd9-10,ce87857e-24cd-4085-99cd-12d126261dd9,10,PROD002,310,Each
ca0cb08b-f805-497b-8069-5b7603ab932a-10,ca0cb08b-f805-497b-8069-5b7603ab932a,10,2a17ee5b-d0b1-410f-8228-d9e9cc73d8a4-10,2a17ee5b-d0b1-410f-8228-d9e9cc73d8a4,10,PROD001,450,Each
ca0cb08b-f805-497b-8069-5b7603ab932a-20,ca0cb08b-f805-497b-8069-5b7603ab932a,20,2a17ee5b-d0b1-410f-8228-d9e9cc73d8a4-20,2a17ee5b-d0b1-410f-8228-d9e9cc73d8a4,20,PROD009,340,Each
ca0cb08b-f805-497b-8069-5b7603ab932a-30,ca0cb08b-f805-497b-8069-5b7603ab932a,30,2a17ee5b-d0b1-410f-8228-d9e9cc73d8a4-30,2a17ee5b-d0b1-410f-8228-d9e9cc73d8a4,30,PROD004,410,Each
b4e3f0bd-a5ad-482a-a923-dceac1169c72-10,b4e3f0bd-a5ad-482a-a923-dceac1169c72,10,3ce2aa04-c59f-4109-bd0c-fea885a92f86-10,3ce2aa04-c59f-4109-bd0c-fea885a92f86,10,PROD008,410,Each
52d30f71-5ede-4428-9265-efc7b8602ec4-10,52d30f71-5ede-4428-9265-efc7b8602ec4,10,909627f6-2720-40cb-9abb-aa972415bd3d-10,909627f6-2720-40cb-9abb-aa972415bd3d,10,PROD006,240,Each
52d30f71-5ede-4428-9265-efc7b8602ec4-20,52d30f71-5ede-4428-9265-efc7b8602ec4,20,909627f6-2720-40cb-9abb-aa972415bd3d-20,909627f6-2720-40cb-9abb-aa972415bd3d,20,PROD009,270,Each
52d30f71-5ede-4428-9265-efc7b8602ec4-30,52d30f71-5ede-4428-9265-efc7b8602ec4,30,909627f6-2720-40cb-9abb-aa972415bd3d-30,909627f6-2720-40cb-9abb-aa972415bd3d,30,PROD002,460,Each
