id,siteLocationId,ProductId,Quantity,quantityUom,expirationDate
6916f666-8260-458a-9859-338beb429ed4,LOC-WARE-004,PART003-3,280,Each,
4ea050b2-aa5c-4743-bca7-0bc4720fd828,LOC-WARE-004,PROD006,170,Each,
7b0ed363-daf6-4d7e-b909-a3ff99bf5fc4,LOC-WARE-004,PROD008,270,Each,
12ebba09-c559-4e35-b410-dfab82d58ff6,LOC-WARE-003,PROD008,320,Each,
77a5e893-e81a-4151-abff-4f50ca4400fc,LOC-WARE-003,PART002,60,Each,
e8136868-1675-46de-b683-ebb4498d61d0,LOC-WARE-004,PART002,470,Each,
4543a223-f8b2-4f45-8c9b-8f79ba533b21,LOC-WARE-004,PROD001,120,Each,
c877da20-3b1a-44e5-bad2-384b2eb5ae63,LOC-WARE-003,PART003-3,160,Each,
8610db59-7b29-4670-aeb8-40c53ddc3238,LOC-WARE-004,PROD006,370,Each,
afb4f3ad-0e02-4c31-9f16-e8d33e4f4f47,LOC-WARE-004,PROD008,150,Each,
832554b7-f1ab-4836-8b1f-daa9cd68a002,LOC-WARE-004,PROD004,320,Each,
fa770b6e-c544-4333-8744-b16eed0410df,LOC-WARE-003,PART003-2,240,Each,
c73f20c5-d1e9-41bf-9ee1-ada86a55bb6c,LOC-WARE-003,PROD008,410,Each,
0ae51b33-6bd2-4780-a745-211cc4821e0f,LOC-WARE-004,PROD008,80,Each,
8cf9a3a3-75bf-4b07-b352-643ab0ab23b1,LOC-WARE-004,PROD001,400,Each,
ea8a4b4f-798c-4cee-8623-132f283b342e,LOC-WARE-003,PROD003,380,Each,
bfe8f854-b912-4b11-86fc-9e0fe5d6d889,LOC-WARE-003,PROD005,50,Each,
4ca02725-718b-4074-b261-11570bc79a07,LOC-WARE-003,PART003-1,280,Each,
73c8618f-d615-44d1-9ab3-746323ec71c4,LOC-WARE-003,PROD005,480,Each,
18ab064b-5972-4e16-87dc-6aa88d269caa,LOC-WARE-003,PROD007,500,Each,
e882098d-a29e-4ac4-a4cc-bee3fc289d0d,LOC-WARE-004,PART003-2,470,Each,
6187640b-1658-4efe-9736-2e6fae624951,LOC-WARE-003,PROD004,440,Each,
fdb6d989-54c7-44a2-b076-2b6d71b136d5,LOC-WARE-004,PROD004,250,Each,
b0383a99-1170-4c17-9820-8b78db761928,LOC-WARE-003,PROD006,240,Each,
62823694-f445-46b1-8d8e-16871f2fcf06,LOC-WARE-003,PROD006,230,Each,
03473783-20ac-42d8-bfd0-d98e6d78e20f,LOC-WARE-004,PROD007,350,Each,
05686bd8-f97d-408a-8994-eba741e96050,LOC-WARE-003,PART002,440,Each,
232ab9fe-c53d-4e10-8b8e-260a314209fb,LOC-WARE-003,PROD004,80,Each,
a392a5bf-857d-4910-9d07-d5e89c6f9be1,LOC-WARE-004,PROD009,150,Each,
8fb0114a-ce98-4320-8df4-9e0fee937800,LOC-WARE-003,PROD001,280,Each,
6c382859-ede1-41a2-a9f8-cd040ebe154c,LOC-WARE-003,PART002,490,Each,
94050fbd-d736-4f82-9334-1535139c5cfe,LOC-WARE-003,PART002,80,Each,
b6e210cb-cefb-4171-a02b-a906332cd460,LOC-WARE-003,PROD005,140,Each,
8877ee59-6193-41fc-8d0f-f82b40bf1bd2,LOC-WARE-003,PART003-2,270,Each,
123610f5-4712-4ba7-869d-258d8b945a2c,LOC-WARE-004,PART004,190,Each,
2acbba84-d62d-4c5b-9be7-83a6792069cc,LOC-WARE-003,PART003,430,Each,
6d7007fc-a76e-4ebb-922d-bff78ebb3d5c,LOC-WARE-004,PART003-1,290,Each,
b07e78c0-3060-4ce0-9afd-b868b71c0b22,LOC-WARE-004,PROD008,370,Each,
c089c0dc-7391-4a7a-8870-10ac7e12adfb,LOC-WARE-003,PART001,460,Each,
c5713e07-0a3d-4538-b704-79aef728f466,LOC-WARE-003,PROD009,400,Each,
dad88b3d-b9ac-400b-991d-fca59bdd5d06,LOC-WARE-004,PROD009,210,Each,
c3d11735-d892-4b82-b9a3-365e30d404c3,LOC-WARE-003,PART003-1,170,Each,
b96cf700-14ad-4925-bc81-68cf8b68c413,LOC-WARE-003,PROD004,230,Each,
e0e3409a-b9d9-42fd-b368-869073654394,LOC-WARE-004,PROD007,230,Each,
190ff724-f8ab-4436-82da-0593d7299bdd,LOC-WARE-003,PROD009,450,Each,
3eea6830-e47b-48cc-b053-26746f937088,LOC-WARE-004,PROD009,300,Each,
0194e458-1173-4c55-82bc-48908ac9dc30,LOC-WARE-004,PART006,230,Each,
0f3659c1-c034-4484-9f40-916e48c94b95,LOC-WARE-004,PART001,180,Each,
2f9c1819-7f15-4198-9a73-ef3b6927e61f,LOC-WARE-004,PROD003,190,Each,
528a717f-6a9e-4f39-a6d4-a0c6417476e0,LOC-WARE-004,PROD003,130,Each,
92169df1-e895-4ab7-a737-cbb7b8e89094,LOC-WARE-003,PROD001,120,Each,
e6973516-eef5-4f61-ade4-ec8bcae3835f,LOC-WARE-004,PART004,440,Each,
f322a523-7fdc-46ac-81f7-35b4a6e45f8f,LOC-WARE-004,PROD006,450,Each,
3d256e0b-50b6-466e-8885-1e0e1dcf294b,LOC-WARE-004,PROD008,110,Each,
26628965-5169-4fde-a32e-32a83c64347a,LOC-WARE-004,PROD001,150,Each,
086a25a3-7238-4105-8faa-8dbdb5f8f1d2,LOC-WARE-003,PART003-3,350,Each,
18c1a00f-6319-475c-b1c1-0d0cf42eae65,LOC-WARE-004,PART003-1,150,Each,
4e9c8526-14b6-40d3-bfeb-43091e62d8f1,LOC-WARE-004,PROD006,130,Each,
2832e4a0-d802-4813-a5fb-435c575658a1,LOC-WARE-003,PART002,420,Each,
1296f512-0596-49ac-902f-54f9a260d91d,LOC-WARE-004,PART002,410,Each,
a20b665a-e07e-4ba8-afa5-5185ca5b757b,LOC-WARE-004,PART004,90,Each,
b1a581bc-24ed-42a5-806b-a623c955cdaf,LOC-WARE-004,PROD003,120,Each,
9e7fe62c-10ed-4574-b517-5da11ca969a5,LOC-WARE-004,PART003-3,50,Each,
021af126-7203-439c-9e78-a037fcfbc3e0,LOC-WARE-003,PART003-1,490,Each,
8a972ce9-961b-4b1a-8a4c-7a2dee172bb7,LOC-WARE-003,PART004,100,Each,
53a891b3-17dc-4fc0-9b10-c6db1b43cfef,LOC-WARE-003,PROD006,130,Each,
e2146e02-3a98-4bf3-85e2-4f9fa8f159e9,LOC-WARE-003,PROD001,460,Each,
dc821a31-66df-41c5-a7bd-874620109897,LOC-WARE-004,PROD003,290,Each,
7a27f1b2-997f-4a1a-9ec8-8aafb38d578b,LOC-WARE-004,PROD003,180,Each,
9e6deb37-7d79-421f-8ffd-73aab4b40bdb,LOC-WARE-004,PROD008,110,Each,
3cf7507d-5ac9-4eeb-b948-69b91fb3924f,LOC-WARE-003,PART006,450,Each,
53f2a797-0f40-4ff8-a46d-e332f3cd8519,LOC-WARE-003,PROD004,450,Each,
c6310489-7a97-4a8a-bd4c-94f4b6c28300,LOC-WARE-004,PROD003,170,Each,
63b1f0be-2bd9-4568-ac46-0a8d1927838a,LOC-WARE-004,PROD007,170,Each,
2f3d8816-6627-4c40-9e5d-26aacccc62c2,LOC-WARE-003,PART003-3,270,Each,
4a0532e5-4062-4854-a9ac-d6cefcd56936,LOC-WARE-003,PROD004,340,Each,
9ba04682-093d-4efe-9260-19adb929fb61,LOC-WARE-003,PROD001,240,Each,
366e8221-dfaf-464f-9b1a-c6df857536d1,LOC-WARE-003,PROD003,300,Each,
de67cb37-79c2-4571-b40a-3743f2c58ede,LOC-WARE-004,PROD007,200,Each,
ef4c932c-03de-4ef2-9b20-e88ec2fdca82,LOC-WARE-003,PROD006,130,Each,
2089076d-08fb-4520-a3bb-1c4ae19c5e8e,LOC-WARE-003,PART002,480,Each,
d083994a-fa4a-4982-afe5-a98d38e6dd34,LOC-WARE-004,PROD008,270,Each,
f224f5b1-91f7-4d22-9123-4c7f04f25cfc,LOC-WARE-004,PROD004,270,Each,
3930ce0c-7085-4e66-8a9b-b6a03f399cae,LOC-WARE-003,PART003,290,Each,
096e258b-7ac9-447a-84bd-02600c86e6f3,LOC-WARE-003,PART003,220,Each,
4ddc814e-fef7-4c98-abda-f5144ed79d13,LOC-WARE-004,PROD009,360,Each,
df5a7dd0-b627-471f-9696-2904ce659deb,LOC-WARE-003,PROD005,60,Each,
841a708a-9537-42e9-b287-afc4e3bc266f,LOC-WARE-003,PART003-1,460,Each,
7194a36a-ba1e-4a7e-971d-95a68d828a9b,LOC-WARE-003,PART002,180,Each,
2dd2f9ff-43d7-4f31-a3fd-5f8771fdd8d5,LOC-WARE-003,PART005,480,Each,
3d6bd834-64d9-4dc5-93c7-54af7f5802ab,LOC-WARE-004,PROD002,260,Each,
3206c9b2-b8c1-4eb2-8e8b-e31b978dd844,LOC-WARE-003,PROD006,470,Each,
8a5c3e7b-e57d-45bf-b65e-dda7b6297ee2,LOC-WARE-003,PART002,120,Each,
8897bb01-0fad-4624-ab7d-a597a44e9b78,LOC-WARE-004,PART003-3,100,Each,
97ceeb24-cb55-4b23-927f-3895c983bc9a,LOC-WARE-003,PART003-2,490,Each,
4b20d77d-7689-4094-8d08-d016dcd2233b,LOC-WARE-004,PART004,110,Each,
a52febb4-d35e-4697-9d44-d28b29f317a6,LOC-WARE-004,PROD006,100,Each,
988fd596-f857-4048-b697-84d02f64f81c,LOC-WARE-004,PROD006,460,Each,
ec3389a4-01ba-4e05-a20a-9189e283516b,LOC-WARE-004,PART003,150,Each,
22513e9a-d0cc-4712-92a7-4e0fc07f3264,LOC-WARE-004,PART003,450,Each,
dd502673-b297-4825-997e-dc15adb03ef8,LOC-WARE-004,PROD002,80,Each,
9d7a7c93-2fe9-42ee-a251-4bf1a1ce84bb,LOC-WARE-004,PROD004,110,Each,
b283af8f-5cc6-40c4-bc1d-5d4af04b8f84,LOC-WARE-004,PROD002,430,Each,
03fbd21a-0b5a-44e8-9d4a-f0e6198de94a,LOC-WARE-003,PART004,310,Each,
e408692a-b058-45bd-81f7-df891202d8b2,LOC-WARE-004,PART005,150,Each,
7ccb5d36-d881-4dc8-969d-ece3a46d587c,LOC-WARE-003,PROD009,170,Each,
78e42b5f-cc03-44d6-8374-9ab80438de11,LOC-WARE-004,PART005,220,Each,
9d48f1b5-4645-41ea-b6ea-374fa350db44,LOC-WARE-004,PART003-1,360,Each,
d6431bd3-4f5e-48c1-aa3d-25771f140d7b,LOC-WARE-003,PART003-3,90,Each,
b0c39824-b344-4182-be62-3e0990a9bc0c,LOC-WARE-004,PROD004,360,Each,
2dfb5b4b-dfb5-4b0a-aad3-664d2877e055,LOC-WARE-003,PART005,240,Each,
89618e7e-0fab-4be1-b907-316bff20dac0,LOC-WARE-003,PROD003,290,Each,
527585b7-0064-4902-9473-e22e843d0914,LOC-WARE-004,PART005,90,Each,
c8c9447b-5d7e-4ee2-9222-099c4b72ef53,LOC-WARE-004,PROD006,260,Each,
55286c15-e975-48dc-90dd-287165a21b60,LOC-WARE-004,PART004,310,Each,
550a47c2-669f-407c-8fbb-5236b958d56c,LOC-WARE-003,PROD006,280,Each,
3d562d95-dcbf-4eef-a752-bb13f03c5de9,LOC-WARE-004,PART006,440,Each,
c1796bdd-88a7-45f0-a7e3-80d8e792464d,LOC-WARE-003,PART001,480,Each,
04fa58cf-b432-40f8-a78b-bbedb173c097,LOC-WARE-003,PROD002,480,Each,
c95f9d7a-f962-4867-ac70-12e0adea1f83,LOC-WARE-004,PROD002,160,Each,
8e0e7d8e-5b57-4b88-ab41-3e763e1b94bb,LOC-WARE-003,PROD002,500,Each,
597fc20c-adb4-4bfd-b441-c2d51be8b499,LOC-WARE-004,PROD004,100,Each,
754e2101-b0dc-472d-9fd1-0c74b3c351b5,LOC-WARE-003,PART003-1,450,Each,
3b07448f-6a77-43c7-b29b-3a29e588bce1,LOC-WARE-004,PROD001,310,Each,
aee1e543-eef9-4c36-b530-1555e43ad8b4,LOC-WARE-004,PROD003,400,Each,
047916c2-0754-40e0-ba7f-62618d96a706,LOC-WARE-003,PART003-3,420,Each,
27b74aed-33d5-4a5c-8097-f6c92610ed2d,LOC-WARE-003,PROD001,170,Each,
b0971f30-04e1-4e39-a45e-f15bfc25014f,LOC-WARE-003,PART002,330,Each,
60db4075-6487-4cf5-8a7d-a20bb8e69cf8,LOC-WARE-004,PART003-1,410,Each,
05f6f150-99ad-49db-8801-edd8cb6069bc,LOC-WARE-003,PART004,240,Each,
d2e4c305-dcc6-4115-ae74-fdb78569de16,LOC-WARE-003,PROD008,220,Each,
85871b7e-2539-4c7d-80ed-3c806855ab20,LOC-WARE-004,PROD008,80,Each,
fb8bf321-11c1-4f57-80b1-04fc0a6b71c1,LOC-WARE-004,PART006,400,Each,
2495d4be-1e2b-4db8-9aa4-1e71c4b5fc97,LOC-WARE-004,PROD006,480,Each,
4e62710a-b77c-49bf-84cc-1eafc7fe70db,LOC-WARE-004,PROD001,500,Each,
1d727765-6ee3-480e-ba71-3acc0dbad089,LOC-WARE-004,PROD005,220,Each,
e06878bb-f33e-4e61-a867-9e4cc3373667,LOC-WARE-004,PROD007,250,Each,
a890faa6-95a2-475f-a1a1-2c71937ec164,LOC-WARE-004,PART002,110,Each,
4c88dff0-e784-4ed0-870e-f9a8f4a07e6f,LOC-WARE-003,PROD008,460,Each,
1f25e1ca-c233-4d29-b6be-40761c98a791,LOC-WARE-003,PART001,470,Each,
fc9022e6-f273-47ac-bb43-fe179ffd1346,LOC-WARE-003,PROD004,200,Each,
0c19d83d-3131-4a8e-9879-b4330eb1ddb3,LOC-WARE-004,PART002,330,Each,
cff7ccf5-b942-4e59-a79f-8c9f3910ac54,LOC-WARE-004,PROD005,140,Each,
bf1dc9e7-09b3-4918-808f-ea763dd16c6d,LOC-WARE-004,PART003-3,100,Each,
e645e03a-0bd9-4d5e-87ed-0fd76aeb2538,LOC-WARE-003,PROD006,90,Each,
fd7ab169-663a-4542-ae02-9e759de88005,LOC-WARE-004,PROD001,140,Each,
77d585ec-0cb4-42ea-a315-b8c396b6f14f,LOC-WARE-004,PART003-2,280,Each,
0fd8f5f1-f74d-434f-9666-24125d43a936,LOC-WARE-003,PROD006,320,Each,
90e99dab-718d-4762-91a8-5eccf962f40f,LOC-WARE-004,PROD001,360,Each,
2dcd7ad3-af77-44b5-ae27-2379ab3f3ce7,LOC-WARE-003,PROD008,100,Each,
ddd1ce71-4343-4f74-80d8-8e5fec57c397,LOC-WARE-004,PROD001,440,Each,
60c7e66c-4ee5-4a05-a2fe-c17f5aad4311,LOC-WARE-003,PART003,220,Each,
e0012085-1b64-4977-821a-b07c5a189f72,LOC-WARE-004,PROD006,190,Each,
f1182e28-6f7a-4af4-907d-e2b3823ed25d,LOC-WARE-003,PART003-2,110,Each,
06dc641f-dc48-4845-a86c-ecc2f7d02bd3,LOC-WARE-004,PROD002,190,Each,
02f23b6e-860c-47eb-872f-4db93730eb6c,LOC-WARE-004,PART003-1,320,Each,
2e8aca25-2e92-47fe-81b2-42016ff4757a,LOC-WARE-003,PROD004,400,Each,
1a83d1bb-f514-421d-8569-fb588ad2465b,LOC-WARE-004,PROD007,250,Each,
b02c380a-5ae4-46db-b326-5592cc720f97,LOC-WARE-003,PART002,470,Each,
dcc4a626-4669-4012-b892-43eff3bbf4f1,LOC-WARE-004,PROD002,120,Each,
053ac422-857b-461b-8408-e33fbf34234c,LOC-WARE-004,PROD001,280,Each,
1f09dcd0-72e4-427f-9682-e0c9d65b1006,LOC-WARE-003,PART004,380,Each,
cdd1c780-1057-46c5-9972-926c463b6114,LOC-WARE-004,PART003-3,230,Each,
99ffd739-b9ab-471c-8542-c7390a351112,LOC-WARE-004,PART001,440,Each,
740060af-7f1c-4dad-9a61-82de445a247b,LOC-WARE-003,PROD008,150,Each,
c7429463-47e6-4ccc-8d2b-e1445796d8f9,LOC-WARE-004,PART005,110,Each,
2b2c1674-c9d9-4cc3-a332-27cfa231abca,LOC-WARE-004,PART003-3,450,Each,
9f5ecd40-2e49-44e9-b418-ded1a19e8350,LOC-WARE-003,PROD006,200,Each,
7251119c-eb81-49ac-8b12-a7143de467af,LOC-WARE-004,PART001,60,Each,
95fd58e8-c3eb-4bdd-83bf-bb4cc804d5d3,LOC-WARE-003,PROD006,90,Each,
173643de-42ad-45e1-81fc-dc52a9a92fc6,LOC-WARE-003,PROD002,470,Each,
761599a7-62f7-4fde-9882-759f41c142b0,LOC-WARE-004,PROD006,440,Each,
