ID,productId,locationId,StartDate,timeFrameDays,Quantity
0d0acea5-a47e-4e0a-91c9-6fc50c560091,PART001,LOC-WARE-003,,1,240
c6d21f75-2c5a-4907-a9a9-23041b6d892b,PART001,LOC-WARE-003,,1,480
8cc6fc56-bc35-4416-a76c-50a45ad1bd2a,PART001,LOC-WARE-003,,1,100
3aebf8f5-0935-49da-8f6c-43434ccb000d,PART001,LOC-WARE-003,,1,70
f91361e5-13a3-46f4-b917-75252eeee21c,PART001,LOC-WARE-003,,1,410
29ca9466-703c-4764-b3bc-e451f91e0f4b,PART001,LOC-WARE-003,,1,330
7789ed43-7d55-48c5-8d07-0020e9fd178a,PART001,LOC-WARE-003,,1,60
d30e671c-b23f-49dd-bbda-a1b3c24f864d,PART001,LOC-WARE-003,,1,280
edfd8957-e0e2-4cff-8aac-02f50d04d548,PART001,LOC-WARE-003,,1,450
3adb6f34-6233-4cb1-9cf8-b4758815f211,PART001,LOC-WARE-003,,1,100
e2b8cf8e-58d8-4713-868b-2a9803d27ab5,PART001,LOC-WARE-003,,1,140
b866d2d5-a5c1-42b4-95c6-d7afa67df1c1,PART001,LOC-WARE-003,,1,70
faa1904f-ede0-4abd-8910-781bf390fcb4,PART001,LOC-WARE-003,,1,150
1e0c3e48-4109-42a7-8934-2d91a54e3446,PART001,LOC-WARE-003,,1,350
db7749d5-a760-4eac-aae2-852e704a1408,PART001,LOC-WARE-003,,1,130
6fd7a09a-f926-4da5-9632-4249384b71e1,PART001,LOC-WARE-003,,1,320
331efe21-f6ee-44af-b15e-e17f421f0a91,PART001,LOC-WARE-003,,1,390
dc007a7f-6efc-48a8-ab83-a95aee2424d8,PART001,LOC-WARE-003,,1,420
303e8cce-e328-44e3-95cb-42f9d7676444,PART001,LOC-WARE-003,,1,330
ce17f7d3-d59d-4fe9-8093-0cbe5ed1c19b,PART001,LOC-WARE-003,,1,350
ad816fa0-d5c4-4067-b31e-e69a9d7cb2dc,PART001,LOC-WARE-003,,1,490
4fcf05af-61ca-4904-b322-59849115aaf9,PART001,LOC-WARE-003,,1,480
299852ab-3e2a-4ab9-a722-e848dbe8b5a2,PART001,LOC-WARE-003,,1,500
c8d56aaa-b605-4e42-aba8-c8b284feb553,PART001,LOC-WARE-003,,1,100
564c2e53-f3d9-4bc0-af6f-93810f171f5c,PART001,LOC-WARE-003,,1,160
ed722b45-d786-4a25-9e5c-45bc20a94337,PART001,LOC-WARE-003,,1,80
db495edd-822f-44f7-a912-83b3d4a901f2,PART001,LOC-WARE-003,,1,140
189dbd26-e47c-459d-a252-b6f4031065a7,PART001,LOC-WARE-003,,1,350
4b00283e-3e83-426f-ba02-b5d2e4b162a0,PART001,LOC-WARE-004,,30,220
edbc1cec-05a9-4341-a53e-d19b63225856,PART001,LOC-WARE-004,,30,250
ecf73855-4b57-4af6-9080-1a3253420014,PART002,LOC-PLANT-001,,7,280
af839614-b25c-442b-be63-4cc9a2d91a8a,PART002,LOC-PLANT-001,,7,230
3817fd79-1738-43dd-a94a-d6fbce366e46,PART002,LOC-PLANT-001,,7,400
a5152671-6a0c-4411-805d-04d716a461e7,PART002,LOC-PLANT-001,,7,220
c37e6011-ced3-471e-ba6e-fff87a9fbe2a,PART002,LOC-PLANT-001,,7,180
d3f3f97f-6aa2-4949-a97c-0d63e6529065,PART002,LOC-PLANT-001,,7,50
8cdbda1a-d049-4e79-95a0-b3bf4ff6fd9e,PART002,LOC-PLANT-001,,7,90
f3e91eb1-22e6-4285-9575-4254acd049ed,PART002,LOC-PLANT-001,,7,470
225ea2a8-dd65-4af1-9bfa-cb165b62ae12,PART002,LOC-PLANT-001,,7,300
f7adcf36-9862-4c8f-858a-2d3f95b545e7,PART002,LOC-PLANT-002,,1,60
9968f774-c456-4961-9405-a0af58ba4330,PART002,LOC-PLANT-002,,1,180
5ef886fb-a40c-4378-8f6c-d8114b53e718,PART002,LOC-PLANT-002,,1,230
29766d15-bc9d-4689-867f-6775c6e7d15e,PART002,LOC-PLANT-002,,1,460
4200cdfd-dc43-4d0a-8a15-1287988429bf,PART002,LOC-PLANT-002,,1,420
0af14d76-672e-4b39-bee0-d879aa942a85,PART002,LOC-PLANT-002,,1,440
8f9dcb7e-87b2-4370-9af4-28631e7eb776,PART002,LOC-PLANT-002,,1,270
446da932-1fa8-4342-984a-d5d98be17026,PART002,LOC-PLANT-002,,1,200
fd79b644-df6d-42b8-908b-d3fcd79938c9,PART002,LOC-PLANT-002,,1,300
3d9cb2f3-9d0e-4195-b427-05a5a824ce72,PART002,LOC-PLANT-002,,1,300
d2939365-9ba2-48a3-a422-23d4d6bf3cb2,PART002,LOC-PLANT-002,,1,430
df79c3ba-3cef-4423-96eb-587a0fc5ed6d,PART002,LOC-PLANT-002,,1,450
7d9a46e4-d5e4-4a02-9d4f-decc46522911,PART002,LOC-PLANT-002,,1,500
ae092eef-49f0-4bcf-ba94-89eb3ffaf79a,PART002,LOC-PLANT-002,,1,250
f479079e-83c4-46cc-a526-ec6b13d649bf,PART002,LOC-PLANT-002,,1,500
1faf58ef-fd42-47e2-9c62-1b3567449f4a,PART002,LOC-PLANT-002,,1,90
671dc4a8-4391-4687-985d-9e676b600350,PART002,LOC-PLANT-002,,1,470
9e8cb2a4-1853-480e-bd4c-e7c5a86b00be,PART002,LOC-PLANT-002,,1,410
0ef2154e-ff28-4092-92d9-a950cefab4f3,PART002,LOC-PLANT-002,,1,260
e693952e-4fff-4ff3-b86e-bb9792a23975,PART002,LOC-PLANT-002,,1,370
b7646040-d6e6-4dd2-81c8-845ead639bd4,PART002,LOC-PLANT-002,,1,270
70de5f0a-f02e-4477-9225-48dced845286,PART002,LOC-PLANT-002,,1,360
57ef9d1e-12cd-4a22-ad2a-1888a95e455d,PART002,LOC-PLANT-002,,1,160
b808c49b-1066-4804-baa7-267ab4b4af2a,PART002,LOC-PLANT-002,,1,440
6e4fa30a-5cfe-4c2b-b495-c8975fa68b7a,PART002,LOC-PLANT-002,,1,190
87465048-9510-46e7-a590-22cf86cbcc4e,PART002,LOC-PLANT-002,,1,340
ebbc296f-3a17-4f9c-a31a-6c29bd65e981,PART002,LOC-PLANT-002,,1,360
d53d06f7-61d8-4b04-b9a2-79ca1561d2b8,PART002,LOC-PLANT-002,,1,480
388be6a2-cb54-4524-875c-dbdeadc7a8db,PART002,LOC-PLANT-002,,1,310
8c7db6e9-6063-457c-ae84-48c05c3e7555,PART002,LOC-PLANT-002,,1,160
2c2294e2-a71c-487d-9b1b-68f42935beba,PART002,LOC-PLANT-002,,1,430
5d7566f0-abb5-4ed3-b128-70a89d93e67f,PART002,LOC-PLANT-002,,1,80
bb747b14-ad6c-460e-a326-dde353039cf9,PART002,LOC-PLANT-002,,1,390
19ac0267-13aa-4847-92f9-18c2720c09ea,PART002,LOC-PLANT-002,,1,400
26e7fb4a-3fb1-4a02-99b2-9732b4b380a1,PART002,LOC-PLANT-002,,1,390
5d074bf9-0db6-47c6-8325-a5996094aec2,PART002,LOC-PLANT-002,,1,480
28da19f6-71f9-4688-bf24-19e58838cadb,PART002,LOC-PLANT-002,,1,490
5a04e968-40b3-4759-b27c-7dc1ddb7dd4a,PART002,LOC-PLANT-002,,1,420
ca57c0cd-005f-48d5-a9e0-d89e0fafe38d,PART002,LOC-PLANT-002,,1,370
8f6afd5d-8b4e-4298-9f26-4f241ea1d8c4,PART002,LOC-PLANT-002,,1,190
0642410e-abf0-4142-a17c-e79d2a3fcd28,PART002,LOC-PLANT-002,,1,300
97426cc5-b851-4496-b15e-cc9514095e84,PART002,LOC-PLANT-002,,1,70
9b0389e4-7a49-45b0-b866-20bf225e4010,PART002,LOC-PLANT-002,,1,390
832af0c9-5cbf-43a5-8da2-21c9120f540b,PART002,LOC-PLANT-002,,1,290
7df8cd68-6b75-4d80-86bf-554d19307152,PART002,LOC-PLANT-002,,1,310
ba8ff2ab-fc64-4cf7-8f3d-f2af2e744c87,PART002,LOC-PLANT-002,,1,490
c214d8de-9427-45b2-b6e4-651404a5708c,PART002,LOC-PLANT-002,,1,390
4709ea52-ac39-4d05-b504-8d93ce7860c5,PART002,LOC-PLANT-002,,1,230
3a7d16a8-3e9c-42cd-811c-92f18195732d,PART002,LOC-PLANT-002,,1,130
44c1b51c-bafb-484a-b3ee-745553fdbf66,PART002,LOC-PLANT-002,,1,300
f7738c0c-aecd-4d3e-b10f-79b67b8563ac,PART002,LOC-PLANT-002,,1,130
70fe829c-006a-4dd4-8401-04f9fdc73041,PART002,LOC-PLANT-002,,1,320
5c4c289e-b2c5-43e9-bf6b-c1332cc16c69,PART002,LOC-PLANT-002,,1,360
76593ee0-6ec1-40fc-ae47-9d7157aec0a7,PART002,LOC-PLANT-002,,1,310
d9038be6-0806-4540-b54e-87de6118f389,PART002,LOC-PLANT-002,,1,430
283c71b4-00d7-4b7a-8dfb-03a9a408bac6,PART002,LOC-PLANT-002,,1,170
e987fb5c-3a08-4853-a5da-60f7dbc58d15,PART002,LOC-PLANT-002,,1,160
30f4d909-89d9-4fdc-9d23-a51a495966a1,PART002,LOC-WARE-003,,7,90
fb6ecd32-ace3-4fb6-ae63-d4ef52cb48f1,PART002,LOC-WARE-003,,7,410
30caed8d-d6ec-4c86-9f3f-71074e235554,PART002,LOC-WARE-003,,7,50
72406405-0692-4380-82c8-ddbcabdbb272,PART002,LOC-WARE-003,,7,460
45b0db4f-8d0e-4bbf-9e42-1b9470aa6411,PART002,LOC-WARE-003,,7,500
30eb0b44-c73b-4fe9-b936-63f0ad1660a0,PART002,LOC-WARE-003,,7,410
f9f5467c-6949-44fc-9e7a-b71a52060b85,PART002,LOC-WARE-003,,7,150
e0cdcda4-0915-4668-9d75-df8e83024658,PART002,LOC-WARE-003,,7,410
222805c9-a3fb-4b32-9542-fbc3157a4a75,PART002,LOC-WARE-003,,7,80
1d48a0e7-32e5-433a-b9bb-2edea0f2eacb,PART002,LOC-WARE-004,,90,470
00797fce-48dc-4d9c-b695-9aabc9c77921,PART003,LOC-PLANT-001,,30,380
4e1d1da9-6eef-4806-804b-877feeea5dc1,PART003,LOC-PLANT-001,,30,490
9a30dfa0-a768-4fc6-b0df-6a0ae7c6c9cc,PART003,LOC-PLANT-002,,90,140
2860d966-b2ba-4290-923d-df248402e230,PART003,LOC-WARE-003,,90,140
723ff4e5-c663-40b7-bc6b-3611478de229,PART003,LOC-WARE-004,,30,260
2b8d4c6d-369c-4121-b349-433c559562e9,PART003,LOC-WARE-004,,30,320
609f468b-8f39-43af-98a5-3b2a902bec27,PART003-1,LOC-PLANT-001,,30,110
c7f246d7-5ed1-438b-a24b-0c78d7bbc073,PART003-1,LOC-PLANT-001,,30,310
238104dc-03e6-456b-b265-20f12cddf06c,PART003-1,LOC-PLANT-002,,7,140
dce1245b-3887-45b2-92ca-97829f955fea,PART003-1,LOC-PLANT-002,,7,490
7ab38e0f-a6f6-4312-a914-9af69e27d5bd,PART003-1,LOC-PLANT-002,,7,460
dfddd0ee-71b9-40d0-ae6b-26ae4eaca64b,PART003-1,LOC-PLANT-002,,7,400
d1170ab7-7eee-4ce2-bd27-e8f940584fa8,PART003-1,LOC-PLANT-002,,7,110
837d7237-df00-4936-85ff-ca0b9cf07944,PART003-1,LOC-PLANT-002,,7,500
600c0b99-819c-4c8d-ab8d-3cdf1246b925,PART003-1,LOC-PLANT-002,,7,320
bb4bcce7-7570-4ba9-b92f-419ac7db7be6,PART003-1,LOC-PLANT-002,,7,420
c7cc8388-8659-4402-b3c7-d50c0ea7bb60,PART003-1,LOC-PLANT-002,,7,430
76d24862-f00b-47f3-8602-bb77caf4117c,PART003-1,LOC-WARE-003,,30,360
9590ac3f-d5b2-4a7c-8b9f-2d525736adbf,PART003-1,LOC-WARE-003,,30,470
850e5102-7957-4d36-875b-29757d9b1fa0,PART003-1,LOC-WARE-004,,90,210
83ddf4b7-a75f-44ce-bcbf-4f04de5eb8ae,PART003-2,LOC-PLANT-001,,7,260
fccd1e04-d6f6-454f-bf05-aa06079311c5,PART003-2,LOC-PLANT-001,,7,370
915eb2f5-15cd-4061-bdb7-1759b47f50cf,PART003-2,LOC-PLANT-001,,7,280
5076a319-ecf4-423f-bfff-3006e3d2c983,PART003-2,LOC-PLANT-001,,7,200
14a75bdc-71db-44a2-9f3f-9aa681ed8060,PART003-2,LOC-PLANT-001,,7,130
eaaceeac-ded9-4491-81fe-78da07a02b81,PART003-2,LOC-PLANT-001,,7,340
f68f5c87-79bb-41c2-be4f-9e5ed392e75d,PART003-2,LOC-PLANT-001,,7,240
6694a35b-3382-4ccb-ae5a-7f1ffe176491,PART003-2,LOC-PLANT-001,,7,500
d985f7b1-9a7a-4628-9ba2-4f1c6721327f,PART003-2,LOC-PLANT-001,,7,470
f026eb34-04c3-400d-891d-977c475c44f2,PART003-2,LOC-PLANT-002,,90,150
ada5baf7-91b1-44d6-bde6-4b8cc93ace8a,PART003-2,LOC-WARE-003,,1,320
c687fbe8-0309-4c58-97dd-fc9828e2fee9,PART003-2,LOC-WARE-003,,1,230
1047c665-518b-4a1a-8473-58447da8db34,PART003-2,LOC-WARE-003,,1,230
b288534c-db4f-4004-ba90-8e7ada7390b9,PART003-2,LOC-WARE-003,,1,400
6ba96124-55be-4003-84e4-1e13309419c0,PART003-2,LOC-WARE-003,,1,470
3fe6de54-80e7-4803-963e-011c5679636b,PART003-2,LOC-WARE-003,,1,90
369be360-3fb2-4905-8c52-eb0e6f12b77c,PART003-2,LOC-WARE-003,,1,240
42f3ca44-be55-4029-b395-affd0c91e961,PART003-2,LOC-WARE-003,,1,320
353b72d2-e82b-49d9-a7d4-5c0ced03b301,PART003-2,LOC-WARE-003,,1,470
b949e7ba-601f-43e4-9869-2c93dbb7cc07,PART003-2,LOC-WARE-003,,1,350
07d8a8b6-20cb-4792-a42c-a42b1a2f37ae,PART003-2,LOC-WARE-003,,1,440
0a2869d2-0cec-4371-9ace-322195bb61fc,PART003-2,LOC-WARE-003,,1,430
342abfbf-9dc2-47f6-81a5-4cf2da8d0a94,PART003-2,LOC-WARE-003,,1,420
96c4c1ea-4f24-41da-9b78-8774ef515e87,PART003-2,LOC-WARE-003,,1,200
d4f57f0e-34fe-4cbf-b754-23c95006bd26,PART003-2,LOC-WARE-003,,1,480
0e113a5b-a884-416e-a68e-bfeeed972ac6,PART003-2,LOC-WARE-003,,1,410
0d9aac67-f2a5-42b4-8702-27b9b1a14808,PART003-2,LOC-WARE-003,,1,230
e51c0249-540b-4ead-a482-6d0c54637c37,PART003-2,LOC-WARE-003,,1,50
c06e5f7f-68c6-4f41-be84-b7faceba0fc5,PART003-2,LOC-WARE-003,,1,320
3f95983d-904b-40fd-9955-e7ae8b960255,PART003-2,LOC-WARE-003,,1,180
803c6b42-f4a7-4d4f-b121-9a5742866848,PART003-2,LOC-WARE-003,,1,360
a27c7b16-2f50-46cc-8990-cc1ef6c0a324,PART003-2,LOC-WARE-003,,1,250
7704ca54-f483-4026-8db4-b53cc4ddca64,PART003-2,LOC-WARE-003,,1,490
9c4d21ab-ac39-4931-a024-7d657d14c53e,PART003-2,LOC-WARE-003,,1,240
6aeb2dd6-3de4-4be8-9d98-c85d6c6c79a3,PART003-2,LOC-WARE-003,,1,350
ddcbddff-ae24-4f15-bd4c-f5c512779c9a,PART003-2,LOC-WARE-003,,1,50
2831d06b-9bd6-4308-aab0-c8cb975fbed1,PART003-2,LOC-WARE-003,,1,460
bd4a0203-fa96-4989-b772-c2e7b96a68a2,PART003-2,LOC-WARE-003,,1,70
ef1f7678-3579-4a22-bad7-04202a3b058b,PART003-2,LOC-WARE-003,,1,150
a60177a7-f9ff-4a00-8d1d-ebfd3e5190b6,PART003-2,LOC-WARE-003,,1,140
19a1923a-7cfb-41ca-9508-832a8a9f24c1,PART003-2,LOC-WARE-003,,1,250
c43d3526-e5fb-4172-8994-18dade883c35,PART003-2,LOC-WARE-003,,1,170
6305d590-218b-40f5-8490-3d0e59f46e67,PART003-2,LOC-WARE-003,,1,160
1360529d-62a3-42d9-8130-661e4f94e332,PART003-2,LOC-WARE-003,,1,440
6832c134-dedc-49fb-9a3e-508339078700,PART003-2,LOC-WARE-003,,1,240
d174be53-260c-48e3-9627-35c1ee704283,PART003-2,LOC-WARE-003,,1,110
7aa89ece-8d46-49e7-926c-9415b70a82fa,PART003-2,LOC-WARE-003,,1,80
453adeac-61d5-4316-8235-5b7bede66118,PART003-2,LOC-WARE-003,,1,450
1dca1314-4537-44be-9fac-9de68de9e921,PART003-2,LOC-WARE-003,,1,220
46cf0f19-5642-4e54-90a3-3e8628c194de,PART003-2,LOC-WARE-003,,1,480
9741f2af-c601-456f-b830-a21f6edcdd26,PART003-2,LOC-WARE-003,,1,280
1538de63-fa47-43fb-82e3-12b3425837b3,PART003-2,LOC-WARE-003,,1,240
9d8b2b59-ffb5-492a-b0dd-8dcd4304ed75,PART003-2,LOC-WARE-003,,1,140
8f383cdd-538b-4a7f-a3a2-3ffe6ad86df0,PART003-2,LOC-WARE-003,,1,130
d1b105b4-36a8-46a2-a962-b0c41d88f025,PART003-2,LOC-WARE-003,,1,310
6e0dfdd2-b986-42f5-8418-a1f7c53851ff,PART003-2,LOC-WARE-003,,1,480
565f53e6-e190-4f2c-8731-59d4069c2aed,PART003-2,LOC-WARE-003,,1,70
7edf5c25-0eb6-4055-99e5-4516ea7bc2a2,PART003-2,LOC-WARE-003,,1,410
dab31149-7ad9-4da1-bd90-7776577d1db1,PART003-2,LOC-WARE-003,,1,270
55281456-6015-41e9-90dc-6f6f5608ea5b,PART003-2,LOC-WARE-003,,1,220
9831169d-2a29-451e-89c9-0a7b5cd8bc16,PART003-2,LOC-WARE-003,,1,250
41839378-cd0b-4c7a-82f9-d984088d4cc9,PART003-2,LOC-WARE-003,,1,70
b1e3db31-79b8-4363-9553-3e337d37c9a5,PART003-2,LOC-WARE-003,,1,400
64cde9c2-cf36-4250-a561-54d5a2078be4,PART003-2,LOC-WARE-003,,1,330
ca23c617-f3c2-45e4-90b6-6c3e0faca61b,PART003-2,LOC-WARE-003,,1,380
31ad72ed-55f6-43e8-98f8-59351e15c451,PART003-2,LOC-WARE-003,,1,440
b20a8e9e-d392-4f02-a57f-7537bd00bca1,PART003-2,LOC-WARE-003,,1,450
87abdbc3-5535-4015-bf46-1b8f433bf2df,PART003-2,LOC-WARE-004,,30,280
12a95c34-f5ae-4c00-b18f-93ba9c7975b2,PART003-2,LOC-WARE-004,,30,460
bc1dbcc8-cb42-41eb-9dc9-4f7c03d0ceb9,PART003-3,LOC-PLANT-001,,30,200
97a5fd7b-be71-4c8f-a4e3-fad9fb2041e5,PART003-3,LOC-PLANT-001,,30,370
05b24d88-024e-4974-a274-f95c484040bc,PART003-3,LOC-PLANT-002,,90,330
4912a78f-01b7-48ef-bf33-f95c12a53afc,PART003-3,LOC-WARE-003,,7,360
3cb02dda-a2f6-457c-a0bf-99c1feb6ead0,PART003-3,LOC-WARE-003,,7,480
ad9d8dda-3513-4553-98ed-c0f8106467c0,PART003-3,LOC-WARE-003,,7,420
c5224e13-78ff-442c-9314-1894af2ebb49,PART003-3,LOC-WARE-003,,7,110
7722c802-d722-44d4-b0be-c1cc5a8493fe,PART003-3,LOC-WARE-003,,7,420
a8f0b400-f236-4542-8717-121724a1ec0e,PART003-3,LOC-WARE-003,,7,190
9acfd2b9-d404-4374-b08b-3199a67c0353,PART003-3,LOC-WARE-003,,7,90
f6897cc1-3cd5-4987-a2cf-a338200763b0,PART003-3,LOC-WARE-003,,7,180
545022bc-4477-4e77-aef4-5469a7232255,PART003-3,LOC-WARE-003,,7,360
3b4312b7-2af8-4d29-9e70-b1f67eb5654b,PART003-3,LOC-WARE-004,,30,90
32fa50d5-31ba-413c-ac37-a6578cbb22c3,PART003-3,LOC-WARE-004,,30,120
29a23ac9-310c-4ad6-9da9-9af353c1af63,PART004,LOC-PLANT-001,,90,280
5dbbb1d5-48b2-44d3-af62-b8f5cdc584a3,PART004,LOC-PLANT-002,,1,260
8b4622b8-b1fb-4730-bbbb-97630c7a786c,PART004,LOC-PLANT-002,,1,120
102cde12-e5ff-4033-871f-f6f4b9207f94,PART004,LOC-PLANT-002,,1,480
01fb4571-ffbb-4230-a399-d25cbca29ad2,PART004,LOC-PLANT-002,,1,360
86fb45f0-3af5-4290-9561-3d0fae9ab748,PART004,LOC-PLANT-002,,1,370
e5a55f0e-de13-4b06-9efc-4d8c07395cee,PART004,LOC-PLANT-002,,1,270
5bde7de4-7568-4f55-ba60-52bef1b33500,PART004,LOC-PLANT-002,,1,90
2dbfde0e-229c-4370-91d7-8e743c870fde,PART004,LOC-PLANT-002,,1,300
8475a530-37bf-4830-98b5-32d1ca32e35b,PART004,LOC-PLANT-002,,1,70
b515a790-09e4-48d1-a537-d227daa392ac,PART004,LOC-PLANT-002,,1,260
f853c688-0f93-4cdb-a9f8-afef86b30fac,PART004,LOC-PLANT-002,,1,310
a30f0719-752f-4aa5-ba4c-d8c4f4c31494,PART004,LOC-PLANT-002,,1,290
6065c677-0213-4e38-92a5-b3af53bc9d2d,PART004,LOC-PLANT-002,,1,440
5c544b43-ea33-4201-aca3-598e9b1fe3e5,PART004,LOC-PLANT-002,,1,470
af94eca4-dbc8-44f3-8400-06918bc5e8bd,PART004,LOC-PLANT-002,,1,290
86f60920-dbb7-49a6-933e-034472395966,PART004,LOC-PLANT-002,,1,490
925999aa-ac5b-451d-919c-c3996be8badb,PART004,LOC-PLANT-002,,1,500
39a36f73-4f10-4a53-80a6-2744b5925fee,PART004,LOC-PLANT-002,,1,130
d44c7ac0-257c-445e-b2a6-7eb9c12b2240,PART004,LOC-PLANT-002,,1,120
f3972f3e-c389-4e21-8ae9-f466e51818f8,PART004,LOC-PLANT-002,,1,440
d41391bc-abbe-48e6-a864-d67a95c06139,PART004,LOC-PLANT-002,,1,280
e2176104-9800-4be9-906b-0bbcc7bc1d5f,PART004,LOC-PLANT-002,,1,210
297d6d3a-a3f8-43a6-aad0-840b2f8a0dbb,PART004,LOC-PLANT-002,,1,50
5575398b-d585-489b-9b4d-f2d76a08d3ab,PART004,LOC-PLANT-002,,1,300
cb04e5ab-2d3d-4934-8278-d82db4549aab,PART004,LOC-PLANT-002,,1,190
c0d0d927-8bb0-455e-90f6-0802f3b5bab0,PART004,LOC-PLANT-002,,1,130
9cd589f1-ab0b-4aa0-b068-c78c5d3b23e6,PART004,LOC-PLANT-002,,1,270
245d5003-8289-46da-b48e-4b655dfbc765,PART004,LOC-PLANT-002,,1,450
e9ffbb34-9ebd-4c84-a351-04d422a7d505,PART004,LOC-PLANT-002,,1,270
d1550887-41b3-45ea-99b0-1195ba7d349b,PART004,LOC-PLANT-002,,1,460
a4b34d1b-4040-4559-9ff8-9480e2fd4364,PART004,LOC-PLANT-002,,1,60
3cb8f8c7-b942-4be4-a632-c13da7b22f5b,PART004,LOC-PLANT-002,,1,290
c1c37c0c-3261-44e6-8fd5-f63cb4c7e6e7,PART004,LOC-PLANT-002,,1,330
4b494363-29cb-49c8-8653-bad28a2b4c43,PART004,LOC-PLANT-002,,1,280
1f44d4b8-1f59-4fec-98ea-74c44538b4c1,PART004,LOC-PLANT-002,,1,290
86e23257-40ce-4fe0-8ac9-708a3866728f,PART004,LOC-PLANT-002,,1,380
7f9064ab-d4c0-44c4-837f-f8c888b109b5,PART004,LOC-PLANT-002,,1,470
0ca8dc66-a4d4-4746-a910-f661d8b31e63,PART004,LOC-PLANT-002,,1,460
3fa6639f-1808-4b7b-84d5-a7d464cc74ef,PART004,LOC-PLANT-002,,1,460
49d464fe-860b-4fac-80e1-4e22c715c642,PART004,LOC-PLANT-002,,1,180
45b2938d-0d32-4011-b0e3-32f55a8967e3,PART004,LOC-PLANT-002,,1,440
400c1802-b0ab-4352-87f7-d7cbd80b45a5,PART004,LOC-PLANT-002,,1,410
bc6a2499-a571-47b2-97c1-87a2f48d70c8,PART004,LOC-PLANT-002,,1,370
099fc81a-70ad-4094-855e-5ffde5c1c99a,PART004,LOC-PLANT-002,,1,140
